登番,名前漢字,名前カナ,支部,級,年号,生年月日,性別,年齢,身長,体重,血液型,勝率,複勝率,1着回数,2着回数,出走回数,優出回数,優勝回数,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,前期級,前々期級,前々々期級,前期能力指数,今期能力指数,年,期,算出期間自,算出期間至,養成期,1コース1着回数,1コース2着回数,1コース3着回数,1コース4着回数,1コース5着回数,1コース6着回数,1コースF回数,1コースL0回数,1コースL1回数,1コースK0回数,1コースK1回数,1コースS0回数,1コースS1回数,1コースS2回数,2コース1着回数,2コース2着回数,2コース3着回数,2コース4着回数,2コース5着回数,2コース6着回数,2コースF回数,2コースL0回数,2コースL1回数,2コースK0回数,2コースK1回数,2コースS0回数,2コースS1回数,2コースS2回数,3コース1着回数,3コース2着回数,3コース3着回数,3コース4着回数,3コース5着回数,3コース6着回数,3コースF回数,3コースL0回数,3コースL1回数,3コースK0回数,3コースK1回数,3コースS0回数,3コースS1回数,3コースS2回数,4コース1着回数,4コース2着回数,4コース3着回数,4コース4着回数,4コース5着回数,4コース6着回数,4コースF回数,4コースL0回数,4コースL1回数,4コースK0回数,4コースK1回数,4コースS0回数,4コースS1回数,4コースS2回数,5コース1着回数,5コース2着回数,5コース3着回数,5コース4着回数,5コース5着回数,5コース6着回数,5コースF回数,5コースL0回数,5コースL1回数,5コースK0回数,5コースK1回数,5コースS0回数,5コースS1回数,5コースS2回数,6コース1着回数,6コース2着回数,6コース3着回数,6コース4着回数,6コース5着回数,6コース6着回数,6コースF回数,6コースL0回数,6コースL1回数,6コースK0回数,6コースK1回数,6コースS0回数,6コースS1回数,6コースS2回数,コースなしL0回数,コースなしL1回数,コースなしK0回数,コースなしK1回数,出身地
3156,金子良昭,カネコ ヨシアキ,静岡,B1,S,391029,1,60,160,55,O,4.68,22.9,6,16,96,0,0,0.17,18,38.8,0.15,3.4,25,32.0,0.18,3.9,19,21.0,0.18,3.6,20,10.0,0.18,3.4,5,0.0,0.13,4.0,9,11.1,0.18,4.1,B1,B1,B1,48.0,48.0,2025,2,2024-11-01,2025-04-30,54,4,3,4,4,2,1,0,0,0,0,0,0,0,0,2,6,4,8,4,1,0,0,0,0,0,0,0,0,0,4,7,3,3,2,0,0,0,0,0,0,0,0,0,2,2,7,3,6,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,静岡
3158,島川光男,シマカワ ミツオ,広島,A2,S,400128,1,60,161,54,O,5.55,38.9,26,18,113,1,0,0.15,26,84.6,0.16,2.4,15,60.0,0.15,3.4,22,22.7,0.16,3.2,13,38.4,0.12,2.9,23,13.0,0.16,3.3,14,0.0,0.17,3.0,A1,A1,A1,53.0,50.0,2025,2,2024-11-01,2025-04-30,54,17,5,1,2,1,0,0,0,0,0,0,0,0,0,4,5,1,2,2,1,0,0,0,0,0,0,0,0,1,4,4,6,4,3,0,0,0,0,0,1,0,0,3,2,2,1,5,0,0,0,0,0,0,0,0,0,1,2,4,4,6,6,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,広島
3159,江口晃生,エグチ アキオ,群馬,A1,S,400211,1,60,165,55,AB,7.37,63.8,37,32,108,9,2,0.16,35,71.4,0.16,3.6,73,60.2,0.16,3.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,A1,A1,A1,55.0,57.0,2025,2,2024-11-01,2025-04-30,54,22,3,2,3,3,2,0,0,0,0,0,0,0,0,15,29,12,7,6,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,群馬
3161,古場輝義,コバ テルヨシ,大阪,A2,S,350301,1,65,161,53,AB,5.55,34.8,15,30,129,1,0,0.19,24,70.8,0.16,3.2,25,40.0,0.21,3.7,31,35.4,0.17,3.5,25,12.0,0.22,4.3,21,19.0,0.21,4.4,3,0.0,0.2,4.7,A2,A2,A2,51.0,51.0,2025,2,2024-11-01,2025-04-30,55,10,7,4,2,0,1,0,0,0,0,0,1,0,0,3,7,6,4,3,2,0,0,0,0,0,0,0,0,2,9,7,8,1,4,0,0,0,0,0,0,0,0,0,3,6,5,9,2,0,0,0,0,0,0,0,0,0,4,5,5,5,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,長崎
3175,渡辺千草,ワタナベ チグサ,東京,B1,S,381215,2,61,157,49,B,5.06,29.5,12,19,105,1,0,0.17,18,38.8,0.17,3.1,20,40.0,0.16,3.3,21,38.1,0.18,3.5,15,26.6,0.13,2.8,17,17.6,0.18,3.0,14,7.1,0.16,3.7,B1,B1,B1,49.0,49.0,2025,2,2024-11-01,2025-04-30,55,5,2,3,3,4,1,0,0,0,0,0,0,0,0,3,5,4,5,0,2,1,0,0,0,0,0,0,0,3,5,4,4,4,1,0,0,0,0,0,0,0,0,0,4,4,3,0,4,0,0,0,0,0,0,0,0,1,2,4,4,6,0,0,0,0,0,0,0,0,0,0,1,1,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,神奈川
3176,長谷川巌,ハセガワ イワオ,山口,B1,S,390518,1,61,159,51,A,4.58,27.0,17,13,111,0,0,0.17,20,85.0,0.11,1.4,19,36.8,0.2,4.0,19,15.7,0.18,3.6,16,12.5,0.19,3.9,22,4.5,0.17,3.5,15,0.0,0.22,4.4,B1,B1,B1,47.0,47.0,2025,2,2024-11-01,2025-04-30,55,12,5,1,0,0,2,0,0,0,0,0,0,0,0,1,6,1,4,5,2,0,0,0,0,0,0,0,0,2,1,5,3,4,4,0,0,0,0,0,0,0,0,2,0,1,4,7,2,0,0,0,0,0,0,0,0,0,1,6,3,8,4,0,0,0,0,0,0,0,0,0,0,1,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,山口
3188,日高逸子,ヒダカ イツコ,福岡,A2,S,361007,2,63,154,45,A,5.71,41.4,18,21,94,0,0,0.18,20,80.0,0.19,3.2,16,37.5,0.18,3.3,12,33.3,0.22,4.3,16,43.7,0.18,3.5,16,25.0,0.15,2.4,14,14.2,0.19,4.1,A2,A2,A1,54.0,50.0,2025,2,2024-11-01,2025-04-30,56,12,4,2,1,0,0,1,0,0,0,0,0,0,0,2,4,3,3,2,1,1,0,0,0,0,0,0,0,1,3,2,3,1,2,0,0,0,0,0,0,0,0,2,5,5,1,1,2,0,0,0,0,0,0,0,0,1,3,2,3,3,4,0,0,0,0,0,0,0,0,0,2,2,2,3,5,0,0,0,0,0,1,0,0,1,0,0,0,宮崎
3202,三品隆浩,ミシナ タカヒロ,東京,B1,S,400416,1,60,158,55,A,4.73,27.7,9,21,108,0,0,0.2,20,60.0,0.18,3.6,22,27.2,0.19,4.1,16,18.7,0.23,4.8,15,26.6,0.19,4.3,16,18.7,0.17,3.9,19,10.5,0.25,5.1,B1,B1,B1,48.0,48.0,2025,2,2024-11-01,2025-04-30,56,6,6,1,4,2,1,0,0,0,0,0,0,0,0,1,5,6,4,4,2,0,0,0,0,0,0,0,0,1,2,1,5,5,2,0,0,0,0,0,0,0,0,1,3,3,3,3,2,0,0,0,0,0,0,0,0,0,3,5,3,4,1,0,0,0,0,0,0,0,0,0,2,1,3,7,5,1,0,0,0,0,0,0,0,0,0,0,0,東京
3207,田村美和,タムラ ミワ,東京,B2,S,401101,2,59,156,54,A,3.3,10.8,1,4,46,0,0,0.21,5,40.0,0.22,4.0,11,18.1,0.2,3.9,7,0.0,0.24,4.3,8,12.5,0.16,3.6,7,0.0,0.24,3.5,8,0.0,0.2,4.6,B1,B1,B2,47.0,42.0,2025,2,2024-11-01,2025-04-30,56,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,3,2,3,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,1,0,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,沖縄
3211,北川敏弘,キタガワ トシヒロ,佐賀,B1,S,370127,1,63,162,55,A,3.71,13.4,3,8,82,0,0,0.18,13,53.8,0.15,4.1,12,0.0,0.17,4.0,15,26.6,0.19,3.5,16,0.0,0.19,3.5,15,0.0,0.19,3.9,11,0.0,0.2,4.5,B1,B1,B1,47.0,44.0,2025,2,2024-11-01,2025-04-30,57,3,4,2,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,4,2,0,0,0,0,0,0,0,0,0,4,2,4,4,1,0,0,0,0,0,1,0,0,0,0,4,3,3,6,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,2,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,佐賀
3212,亀本勇樹,カメモト ユウキ,広島,B1,S,370208,1,63,162,61,A,3.78,16.3,0,9,55,0,0,0.17,7,57.1,0.12,3.1,16,12.5,0.18,3.7,14,14.2,0.19,3.5,9,11.1,0.16,3.3,7,0.0,0.16,4.4,2,0.0,0.18,3.5,B1,B1,B1,46.0,45.0,2025,2,2024-11-01,2025-04-30,57,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,6,3,0,0,0,0,0,0,1,0,0,2,3,4,3,2,0,0,0,0,0,0,0,0,0,1,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,広島
3224,栗山繁洋,クリヤマ シゲヒロ,佐賀,B1,S,400517,1,60,161,54,O,4.11,26.6,7,21,105,0,0,0.17,15,66.6,0.18,4.1,18,27.7,0.19,4.5,23,39.1,0.16,3.3,17,17.6,0.17,3.2,18,5.5,0.18,3.8,14,0.0,0.18,4.6,B1,B1,B1,47.0,45.0,2025,2,2024-11-01,2025-04-30,57,4,6,2,0,1,2,0,0,0,0,0,0,0,0,1,4,0,6,3,4,0,0,0,0,0,0,0,0,1,8,3,2,3,6,0,0,0,0,0,0,0,0,1,2,2,4,4,4,0,0,0,0,0,0,0,0,0,1,2,4,5,6,0,0,0,0,0,0,0,0,0,0,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,佐賀
3226,浦田信義,ウラタ ノブヨシ,東京,B1,S,400806,1,59,164,51,AB,4.4,19.0,8,13,110,0,0,0.2,13,61.5,0.2,3.9,19,26.3,0.2,4.1,24,20.8,0.18,3.7,24,12.5,0.17,3.7,22,0.0,0.26,4.4,8,0.0,0.24,4.3,B1,B1,B1,46.0,47.0,2025,2,2024-11-01,2025-04-30,57,6,2,2,0,2,1,0,0,0,0,0,0,0,0,1,4,3,8,0,2,0,0,0,0,0,0,1,0,1,4,7,3,6,3,0,0,0,0,0,0,0,0,0,3,3,10,5,3,0,0,0,0,0,0,0,0,0,0,4,5,8,4,1,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,東京
3232,山川美由紀,ヤマカワ ミユキ,香川,B1,S,411024,2,58,152,47,A,5.33,36.9,12,15,73,1,0,0.17,14,71.4,0.14,2.5,15,26.6,0.18,4.2,11,54.5,0.16,3.3,10,40.0,0.17,3.2,13,23.0,0.19,4.4,10,0.0,0.19,4.2,A1,A2,A2,56.0,54.0,2025,2,2024-11-01,2025-04-30,57,7,3,2,1,0,1,0,0,0,0,0,0,0,0,1,3,1,6,2,1,0,0,0,0,0,0,1,0,1,5,1,1,1,1,1,0,0,0,0,0,0,0,2,2,1,0,3,2,0,0,0,0,0,0,0,0,1,2,1,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,香川
3233,小畑実成,オバタ ミナリ,岡山,B1,S,420203,1,58,163,55,O,4.21,18.1,6,13,105,0,0,0.15,15,66.6,0.11,1.9,21,4.7,0.16,3.1,18,5.5,0.15,2.7,17,17.6,0.18,3.8,14,21.4,0.17,3.0,20,5.0,0.15,2.0,B1,B1,B1,45.0,47.0,2025,2,2024-11-01,2025-04-30,57,5,5,2,2,0,1,0,0,0,0,0,0,0,0,0,1,5,6,7,2,0,0,0,0,0,0,0,0,0,1,3,2,7,5,0,0,0,0,0,0,0,0,0,3,3,3,6,2,0,0,0,0,0,0,0,0,1,2,2,4,2,3,0,0,0,0,0,0,0,0,0,1,3,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,岡山
3246,星野政彦,ホシノ マサヒコ,兵庫,B1,S,390915,1,60,160,56,A,4.36,25.3,11,8,75,0,0,0.16,11,63.6,0.17,3.0,16,31.2,0.18,3.1,13,30.7,0.15,2.8,21,4.7,0.17,3.4,11,9.0,0.16,2.7,3,33.3,0.06,2.3,B1,B1,B1,46.0,46.0,2025,2,2024-11-01,2025-04-30,58,6,1,0,2,1,1,0,0,0,0,0,0,0,0,1,4,1,2,5,3,0,0,0,0,0,0,0,0,3,1,1,3,3,2,0,0,0,0,0,0,0,0,0,1,4,5,8,3,0,0,0,0,0,0,0,0,0,1,1,0,4,4,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,兵庫
3251,平石和男,ヒライシ カズオ,埼玉,A2,S,410714,1,58,164,52,B,6.06,41.9,35,22,136,6,2,0.2,32,84.3,0.17,3.5,26,38.4,0.21,4.4,16,43.7,0.2,4.1,19,47.3,0.2,4.1,20,10.0,0.18,4.3,23,8.7,0.23,5.5,A2,A2,A2,52.0,52.0,2025,2,2024-11-01,2025-04-30,58,22,5,2,3,0,0,0,0,0,0,0,0,0,0,5,5,5,5,4,2,0,0,0,0,0,0,0,0,3,4,5,2,2,0,0,0,0,0,0,0,0,0,2,7,2,2,3,3,0,0,0,0,0,0,0,0,1,1,6,7,2,3,0,0,0,0,0,0,0,0,2,0,4,7,2,7,0,0,0,0,0,0,1,0,0,0,0,0,埼玉
3256,三角哲男,ミスミ テツオ,東京,A1,S,420303,1,58,163,52,A,6.55,48.8,36,26,127,6,3,0.15,29,82.7,0.13,2.2,22,59.0,0.15,3.3,19,52.6,0.14,2.9,19,36.8,0.14,3.2,18,33.3,0.14,3.4,20,10.0,0.2,4.0,A1,A1,A1,54.0,58.0,2025,2,2024-11-01,2025-04-30,58,15,9,3,0,0,2,0,0,0,0,0,0,0,0,5,8,3,1,5,0,0,0,0,0,0,0,0,0,5,5,3,3,1,2,0,0,0,0,0,0,0,0,6,1,7,2,1,2,0,0,0,0,0,0,0,0,4,2,1,7,2,2,0,0,0,0,0,0,0,0,1,1,3,3,10,2,0,0,0,0,0,0,0,0,0,0,2,0,千葉
3257,田頭実,タドウ ミノル,福岡,B1,S,420329,1,58,157,51,O,6.91,59.6,21,13,57,3,1,0.12,17,100.0,0.11,1.6,37,45.9,0.12,2.3,2,0.0,0.11,2.0,1,0.0,0.21,5.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,A1,A1,A1,55.0,54.0,2025,2,2024-11-01,2025-04-30,58,13,4,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,福岡
3265,今村暢孝,イマムラ ノブタカ,福岡,A1,S,400119,1,60,162,51,O,6.69,53.3,26,22,90,1,0,0.15,26,73.0,0.16,2.8,59,42.3,0.15,3.1,5,80.0,0.11,2.4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,A2,A1,A2,53.0,54.0,2025,2,2024-11-01,2025-04-30,59,12,7,3,1,1,2,0,0,0,0,0,0,0,0,13,12,11,14,5,4,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,福岡
3268,森竜也,モリ タツヤ,三重,B1,S,400513,1,60,162,54,AB,4.38,25.9,5,16,81,0,0,0.19,10,50.0,0.15,3.9,23,21.7,0.18,4.0,17,41.1,0.2,3.7,18,22.2,0.17,3.1,8,0.0,0.25,4.5,5,0.0,0.23,5.0,B2,B1,B1,43.0,46.0,2025,2,2024-11-01,2025-04-30,59,3,2,2,1,0,2,0,0,0,0,0,0,0,0,0,5,5,3,5,5,0,0,0,0,0,0,0,0,1,6,2,2,2,4,0,0,0,0,0,0,0,0,1,3,2,3,2,7,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,三重
3273,石田豪,イシダ ツヨシ,広島,B1,S,401121,1,59,158,53,A,4.86,27.1,10,15,92,0,0,0.18,14,57.1,0.19,3.3,16,18.7,0.19,3.3,16,43.7,0.17,3.2,18,38.8,0.18,3.1,12,0.0,0.17,3.1,16,0.0,0.17,3.6,B1,B1,B1,44.0,48.0,2025,2,2024-11-01,2025-04-30,59,6,2,2,0,3,1,0,0,0,0,0,0,0,0,0,3,5,3,2,3,0,0,0,0,0,0,0,0,1,6,5,0,2,2,0,0,0,0,0,0,0,0,3,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,4,3,0,0,0,0,0,0,0,0,0,0,1,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,広島
